year,developer,price
2017,Vrai,1.99
2017,SGS Team,6.99
2017,橙光游戏,3.99
2017,"Magenta Factory,ZiX Solutions",11.99
2017,Virtual Top,8.99
2017,"Magenta Factory,Gustav Yu",2.99
2017,Knut Müller,9.99
2017,putilin_industries,0.99
2017,Ripknot Systems,1.99
2017,ThinkOfGames,2.99
2017,ChuMoran,2.99
2017,PixelFade Inc,19.99
2017,Creobit,Free to Play
2017,bch waves studio,1.99
2017,bch waves studio,0.99
2017,Milestone S.r.l.,7.99
2017,Just Trains,19.99
2017,SubJuegos,0.99
2017,nullplussoftware,6.99
2017,Nomad Games,9.99
2017,Partickhill Games Limited,9.99
2017,"KOEI TECMO GAMES CO., LTD.",19.99
2017,"KOEI TECMO GAMES CO., LTD.",19.99
2017,"KOEI TECMO GAMES CO., LTD.",12.99
2017,Lightsoutgames,2.99
2017,Dalesi,5.99
2017,Floating Island Games,9.99
2017,singi,1.99
2017,XMinutesGames,0.99
2017,NS STUDIO,Free
2017,Rainware,4.99
2017,"Hashplay, Inc.",13.99
2017,infiltration,0.99
2017,ExclexGame,1.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",Free
2017,"SmiteWorks USA, LLC",7.99
2017,Felipe Nicolazzi,3.99
2017,"SmiteWorks USA, LLC",7.99
2017,Hangar 13,9.99
2017,RIP Horse Studio,2.99
2017,Perfect Square Studios LLC,Free
2017,Perfect Square Studios LLC,8.99
2017,Mothership Entertainment LLC,29.99
2017,Mothership Entertainment LLC,4.99
2017,Chasing Carrots,12.99
2017,"SmiteWorks USA, LLC",24.99
2017,Marvelous Inc.,49.99
2017,Creability,3.99
2017,DL Softworks,6.99
2017,Ubisoft - San Francisco,7.99
2017,Ubisoft - San Francisco,2.99
2017,Insanity Interactive,6.99
2017,Marvelous Inc.,0.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Marvelous Inc.,0.99
2017,Marvelous Inc.,0.99
2017,Marvelous Inc.,1.99
2017,Perun Creative,18.99
2017,Marvelous Inc.,1.99
2017,videjagamesyo,3.99
2017,Toxic Dog,6.99
2017,Wizbyte Games,0.99
2017,Fueled By Rockets,9.99
2017,Blam! Games,12.99
2017,Crash Wave Games Inc.,14.99
2017,Brewsterland Studios,2.99
2017,"Pixel Prototype, LLC",7.99
2017,MAGIX Software GmbH,49.99
2017,Frontier Developments,2.99
2017,Sergey Kalmanovich (aka Red Spot Sylphina),2.99
2017,Frontier Developments,2.99
2017,Frontier Developments,2.99
2017,Quiet River,Free
2017,Hi-Rez Studios,Free To Play
2017,Armstrong Powerhouse,19.99
2017,PiFTy,0.99
2017,IriySoft,4.99
2017,Buce Studios LLC,5.99
2017,Elephant Games,12.99
2017,"tinyBuild,MrFuby",4.99
2017,Pulsetense Games,9.99
2017,BrainGoodGames,9.99
2017,Red Thread Games,24.99
2017,Wizbyte Games,4.99
2017,Immersion,2.99
2017,DRUNKEN APES,2.99
2017,橙光游戏,4.99
2017,Frederik Holst,3.99
2017,Kyon Games,2.99
2017,Rotatipyra,1.99
2017,Laush Dmitriy Sergeevich,0.99
2017,Sun Labyrinth LLC,12.99
2017,Sun Labyrinth LLC,2.99
2017,s_unk,2.99
2017,First Games Interactive,6.99
2017,Crow's Perch,2.99
2017,Dirty Fighter Team,7.99
2017,Andrii Vintsevych,Free
1996,Quicksilver Software,9.99
2017,Kuchnier Games,9.99
2017,SharkGame,1.99
2017,Spoony Bard Productions,4.99
2017,morojenoe's empire,9.99
2017,Killer Bees Games,9.99
2017,DGHZ,2.99
2017,HexWar Games,9.99
2017,Freedomize Studio,0.99
2017,Size Five Games,3.99
2017,Snail Games USA,29.99
2017,"Atom Switch, Inc.",Free
2017,"Tero Lunkka,Mikko Seppälä",1.99
2017,"Atom Switch, Inc.",Free
2017,Pillet Michael,4.99
2017,"Atom Switch, Inc.",Free
2017,hallunazigames,0.99
2017,hallunazigames,0.99
2017,D. Scott Nettleton,9.99
2017,Ragequit Corporation,11.99
2017,InvoHer,0.99
2015,startgrid,2.99
2017,Crabby Team,1.99
2017,Andrew Rowe,14.99
2017,Just Flight,16.99
2017,DP Corp,9.99
2017,Toposim,9.99
2017,Blue Wizard Digital,19.99
2017,ERS G Studios,12.99
2017,10kbit Games,1.99
2017,Investigate North,16.99
2017,Dataware,6.99
2017,Trident Game Studio,0.99
2017,Motiga Inc.,29.99
2017,Racing Bros,4.99
2017,UnderMax Games,Free to Play
2017,SSCTEAM,4.99
2017,Visumeca Games,9.99
2017,CodeManu,Free
2017,Centrosphere Game,6.99
2017,Dovetail Games,10.99
2017,Ploosh GmbH,2.99
2017,M2H,1.99
2017,Blob Games Studio,2.99
2017,Shaman Games Studio,4.99
2017,Data Realms,19.99
2017,"Lion Shield, LLC",9.99
2017,Behaviour Interactive Inc.,Free to Play
2017,Motiga Inc.,Free To Play
2017,Pon Pon Games,19.99
2017,Andrew Morrish,9.99
2017,Motiga Inc.,9.99
2017,Grave Danger Games,4.99
2017,Omniconnection,2.99
2017,Cardboard Utopia,17.99
2017,Cardboard Utopia,7.99
2017,Ubisoft Montreal,7.99
2017,Ubisoft - San Francisco,7.99
2017,Ubisoft - San Francisco,2.99
2017,Virtual Racing Industries Ltd.,4.99
2017,iFun4All S.A.,6.99
2017,Arai Koh Create Office,2.99
2012,Choice of Games,4.99
2012,Choice of Games,0.99
2017,Roley Games,1.99
2017,Illuminated Games,4.99
2017,Fixer Games,4.99
2017,"SmiteWorks USA, LLC",7.99
2017,"SmiteWorks USA, LLC",7.99
2017,"SmiteWorks USA, LLC",2.99
2017,Hammer Games,2.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",24.99
2017,Martin Knopf,1.99
2017,Rutony Studio,1.99
2017,MFAFB Games LLC,1.99
2017,"SmiteWorks USA, LLC",24.99
2017,Apache600,9.99
2017,cada,0.99
2017,Weltrom Studios,9.99
2017,"lalalaZero,Urbanoff",0.99
2017,Just1337 Studio,4.99
2017,Virtual Racing Industries Ltd.,4.99
2017,EVXIO,5.99
2017,Angel T,2.99
2017,TEHO Games,4.99
2017,Marc-Antoine Jacob,0.99
2017,Grandma Studios,12.99
2017,Red Winter Software,2.99
2017,B.Bit,0.99
2017,Vox Mare,1.99
2017,Polovey Alexander,2.99
2017,"Oh, a Rock! Studios",3.99
2017,Oneironaut Academy LLC,2.99
2017,Cogent Education,9.99
2017,Naev Team,Free
2017,DL Softworks,3.99
2017,Alakhaine Specialist Consulting Limited,4.99
2017,Restory Studio,9.99
1991,Quicksilver Software,9.99
2017,Corroding Games,4.99
2017,Virtual Top,4.99
2017,Bogdanehi,0.99
2017,Matthew Giordano,1.99
2017,StalkerAlex,1.99
2017,Artbox Games,4.99
2017,Dawei Liu,5.99
2017,"Evgeny Osmet,.ez Games",0.99
2017,"SmiteWorks USA, LLC",19.99
2017,Event Horizon,14.99
2017,NoTime Studios,9.99
2017,Andrew Higgins,2.99
2017,CakeEaterGames,Free To Play
2017,BeshevGames,0.99
2017,LIN KE HSI,24.99
2017,ImCyan,2.99
2017,Microlith Games,14.99
2017,Cardboard Keep,14.99
2017,"Radaev Valentine,Egor Magurin",1.99
2017,morojenoe's empire,0.99
2017,ILLUMICORP,0.99
2017,Toposim,9.99
2017,HexWar Games,9.99
2017,MAGIX Software GmbH,59.99
2016,Yash Future Tech Solutions Pvt Ltd,9.99
2017,Simen Skogly Russnes,0.99
2017,Crytek,99.99
2017,Worthing &amp; Moncrieff,1.99
2017,GreatherGames,0.99
2017,The Game Creators,9.99
2017,Yobowargames,12.99
2017,Versus System,3.99
2017,LaserStone,2.99
2017,Black Side,1.99
2017,"SmiteWorks USA, LLC",5.99
2017,N-Game Studios,8.99
2017,SomaSim,1.99
2017,"SmiteWorks USA, LLC",6.99
2016,Disruptor Beam Inc.,Free To Play
2017,"Edmund McMillen,Tyler Glaiel",14.99
2017,Ridiculon,4.99
2017,Confused Pelican,9.99
2017,ERS G Studios,12.99
2017,Fatshark,1.99
2017,SimProse Studios,2.99
2017,.ez Games,0.99
2017,The Owl Prophecy,3.99
2017,"Virtually Competent, LLC",4.99
2017,SlyGames,0.99
2017,Stolen Couch Games,Free
2017,Axiomatic Games,4.99
2017,Sand Sailor Studio,14.99
2017,NatsumeAtari Inc.,19.99
2017,Sand Sailor Studio,4.99
2017,Ubisoft - San Francisco,9.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Telltale Games,24.99
2017,Ubisoft - San Francisco,2.99
2017,LiMAVR,3.99
2017,NedoStudio,0.99
2017,Sokolov Yaroslav Vladimirovich,1.99
2017,Nuclear Fiction,9.99
2017,"Brian Lancaster,Laughing Coyote Software",5.99
2017,Nuclear Fiction,4.99
2017,"Rainbow Rhino,CINEMAX, s.r.o.",2.99
2017,"Rainbow Rhino,CINEMAX, s.r.o.",3.99
2017,Fatshark,1.99
2017,Fatshark,1.99
2017,Electric Root,0.99
2017,Fatshark,1.99
2017,Fatshark,1.99
2017,Boogygames Studios,1.99
2017,Jonas Kyratzes,2.99
2017,FlySimWare,19.99
2017,Lumenox ehf,9.99
2017,Eugeny Butakov,9.99
2017,Investigate North,8.99
2017,Ronimo Games,5.99
2017,WeMade,44.99
2017,WeMade,14.99
2017,WeMade,29.99
2017,"Matthew Willis,Jesse Crespo",4.99
2017,"KxONE,Andrew Drumov,starmops",4.99
2017,JOL Studios,9.99
2017,Jason Sadler,1.99
2017,Uruca Game Studio,0.99
2017,"SmiteWorks USA, LLC",6.99
2017,"SmiteWorks USA, LLC",2.99
2017,"SmiteWorks USA, LLC",Free
2017,FireFly Studios,Free
2017,"SmiteWorks USA, LLC",19.99
2017,"SmiteWorks USA, LLC",39.99
2017,Smartly Dressed Games,Free to Play
2017,William Cheek,Free
2017,Noble Empire Corp.,9.99
2017,Sunside Inc,4.99
2017,Automaton,4.99
2017,Donovan Bell,4.99
2017,34BigThings srl,6.99
2017,qberty,Free to Play
2017,Träumendes Mädchen,Free
2017,WZOGI,9.99
2017,qberty,2.99
2017,Theodor Niklas,5.99
2017,Bellosoft,2.99
2017,Makivision Games,6.99
2017,Skobbejak Games,9.99
2017,Kajak Games,4.99
2017,Digital Extremes,19.99
2017,Digital Extremes,39.99
2017,Digital Extremes,59.99
2017,Dirty Fighter Team,9.99
2017,Digital Extremes,99.99
2017,Artur Berkowski Berobasket,2.99
2017,DeadBrainGaming,1.99
2017,Aeon Dream Studios,3.99
2017,"KADOKAWA GAMES, LTD",4.99
2017,"KADOKAWA GAMES, LTD",19.99
2017,Toposim,14.99
2017,Sergej110,1.99
2017,Matrix Trains,4.99
2017,Ïorg Arms,0.99
2017,Matrix Trains,4.99
2017,Capt. McCay Soft,9.99
2017,Examined Interactive,0.99
2017,Reconnect Software,11.99
2017,Problematicar,0.99
2017,D. W. O'Boyle,3.99
2017,bonefrog,9.99
2017,Ryan Stephen,1.99
2017,Mitorah Games,7.99
2017,"SmiteWorks USA, LLC",3.99
2017,Ubisoft - San Francisco,7.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,EVERYDAYiPLAY,Free To Play
2017,Thugnificent,0.99
2017,Thugnificent,0.99
2017,Encircle Games,12.99
2017,SilverBlade,0.99
2017,CRIO Studios,19.99
2017,Exe Create Inc.,9.99
2017,Gametroleum,14.99
2017,Leslaw Sliwko,3.99
2017,Falcoware,1.99
2017,Just Flight,29.99
2017,Gamestone Studio,2.99
2017,Just Trains,11.99
2017,Straylight Entertainment,9.99
2017,RPGVideo,0.99
2017,m12y,2.99
2017,Childish Things,24.99
2017,Ludovic Lafferayrie,2.99
2017,Omnichron Studios,5.99
2017,Brzezinski,0.99
2017,Vitor Pêgas,Free
2017,"Arttu Tuovinen,Alan Bourhis,Michael Callaghan",Free to Play
2016,Fletcher's Games,1.99
2017,Triple Rush Games,3.99
2017,Tarsier Studios,3.99
2017,Sunside Inc,Free
2017,"Psyonix, Inc.",5.99
2017,WTFOMGames,5.99
2017,Nicholas Backus,1.99
2017,Edible Entertainment,14.99
2017,Odamir Khaulepi,1.99
2017,Celery Emblem™,5.99
2017,JRad Games,5.99
2017,Whitethorn Digital,4.99
2017,Pavo Studio,4.99
2016,"Adventure Mob,Corbomite Games",4.99
2017,Sacada,1.99
2017,Whitethorn Digital,2.99
2017,DreamDale,4.99
2017,Stardog Games,14.99
2017,Indiecode Games,0.99
2017,Tero Lunkka,0.99
2017,Jo Erlend Sund,17.99
2016,Andy Jurko,9.99
2017,Munchkin's Lair,Free To Play
2017,Munchkin's Lair,4.99
2017,Crytek,59.99
2017,Crytek,29.99
2017,Crytek,29.99
2017,Tusky Games,2.99
2017,Empyrean,2.99
2017,Bmc Studio,2.99
2017,Matthew Putnam,2.99
2017,TeamAthopiu,1.99
2017,TeamAthopiu,1.99
2017,TeamAthopiu,1.99
2017,"Eek! Games, LLC",14.99
2017,Artur Rezende,0.99
2017,TeamAthopiu,1.99
2017,TeamAthopiu,1.99
2017,Oliver Chime,13.99
2017,Pixelvex LLC,4.99
2017,Yoann Laulan,4.99
2016,Urchin Games,5.99
2017,akydzaaa,0.99
2017,Sodigital,9.99
2017,Tradosoft,3.99
2017,DR Studios,14.99
2017,Jenny Bee Presents,1.99
2017,"Diego Fernandes Malinowsky,Daniel Fernandes Malinowsky,Altanir Aparecida Fernandes Malinowsky",4.99
2017,"KOEI TECMO GAMES CO., LTD.",12.99
2017,"KOEI TECMO GAMES CO., LTD.",19.99
2017,"KOEI TECMO GAMES CO., LTD.",19.99
2017,Venomyth Game Studio,0.99
2017,Netease,Free To Play
2017,Consala Games,Free To Play
2017,"Jo Erlend Sund,Jan Marten Krull,Stairport Sceneries",17.99
2017,Pavo Studio,Free
2017,Pavo Studio,Free
2017,Charlie Fleed,2.99
2017,Whiskeybarrel Studios,4.99
2017,Hi-Rez Studios,4.99
2017,Plaidman Games,0.99
2017,Artefacts Studios,3.99
2017,CI Games,7.99
2017,CI Games,7.99
2017,Smokey Moose Games,2.99
2017,"Binary Zoo,The Game Creators",Free to Play
2017,Oldmoustache Gameworks,9.99
2017,Trion Worlds,29.99
2017,Infinity Ward,3.99
2017,Trion Worlds,19.99
2017,Lord,1.99
2017,Burning Pick Entertainment,4.99
2017,Liam Twose,12.99
2017,NCH Software,39.99
2017,lingtanstudio,1.99
2017,Alexander Byzov,0.99
2017,Esbol Amirov,0.99
2017,Cool Breeze Games,0.99
2017,Timberwolf Studios,4.99
2017,u&amp;i,Free
2017,Mute Canary,2.99
2017,FeelThere,9.99
2014,Lavaboots Studios,5.99
2016,thecatamites,3.99
2017,"SmiteWorks USA, LLC",6.99
2017,"SmiteWorks USA, LLC",4.99
2017,Rain Games,1.99
2017,Oddworld Inhabitants,2.99
2017,Tobop Productions,0.99
2017,"KADOKAWA,Yoji Ojima",24.99
2017,Berserk Games,7.99
2017,Chronova,3.99
2017,Ithiro Sumi,4.99
2002,Digital Fusion Inc.,2.99
2017,Savant,9.99
2017,Savant,9.99
2017,D-Pad Studio,9.99
2017,ZemunBRE,0.99
2017,Savant,9.99
2017,GSC Game World,Free
2017,vextro,Free
2017,GSC Game World,Free
2017,"Blue Tongue Entertainment,Blitworks",19.99
2017,TeamAthopiu,4.99
2017,Savant,9.99
2017,BeshevGames,0.99
2017,Merriman Games,0.99
2017,Icehole Games,9.99
2017,Futuremark,29.99
2017,Individual Software,39.99
2017,DEVGRU-P,2.99
2017,Kylotonn,Free to Play
2017,Graphium Studio,9.99
2017,ORGS Studio,6.99
2017,GSC Game World,4.99
2011,Urchin Games,5.99
2017,Apeirogon Games,2.99
2017,Handelabra Games Inc.,7.99
2017,Phuong Nguyen,0.99
2017,Zanardi and Liza,4.99
2017,"Synapse Games,Chinzilla",19.99
2017,Simtech Vision,39.99
2017,Digital Train Model,4.99
2017,Trains &amp; Drivers,9.99
2017,Banyango,4.99
2017,Banyango,7.99
2017,Stitch Media,4.99
2017,Stitch Media,4.99
2017,Stitch Media,4.99
2017,Stitch Media,4.99
2017,Stitch Media,2.99
2017,Stitch Media,2.99
2017,Stitch Media,2.99
2017,Stitch Media,2.99
2017,Alientrap,14.99
2017,TealRocks Studio,11.99
2017,"Capcom Game Studio Vancouver, Inc.",9.99
2017,Little Green Men Games,4.99
2017,Carlsen Games,4.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,9.99
2017,Ubisoft - San Francisco,2.99
2017,Dead Drop Studios LLC,12.99
2017,Square Enix,39.99
2017,Individual Software,39.99
2017,Individual Software,14.99
2017,Individual Software,14.99
2017,Individual Software,14.99
2017,Arclight Worlds,9.99
2017,Stitch Media,Free
2017,"SmiteWorks USA, LLC",5.99
2017,Dicesuki,4.99
2017,Alexander Byzov,0.99
2017,NCH Software,59.99
2017,"Clockwork Anomaly, LLC",4.99
2017,Project Atom,Free To Play
2017,Project Atom,9.99
2017,Amanita Design,4.99
2017,TML-Studios,1.99
2017,putilin_industries,1.99
2017,SP-time,Free
2017,Sacada,8.99
2017,Progorion,0.99
2017,Pipliz,19.99
2017,Progorion,0.99
2017,Irisloft,1.99
2017,"Figurehead Studios,CRASS Studios",14.99
2017,Gawkfish Studios,6.99
2017,Hardtalk Studio,1.99
2017,Eipix Entertainment,9.99
2017,Just Flight,29.99
2017,Coconut Tree Studio,2.99
2012,Choice of Games,3.99
2013,Choice of Games,4.99
2017,Adventurepro Games LLC,4.99
2017,Fun Bits,9.99
2012,Choice of Games,4.99
2017,"bluebox interactive,RoJarl Entertainment",4.99
2017,Kelsam,1.99
2017,nobodyshot,0.99
2017,purplElephant,1.99
2017,Brian Franco,2.99
2017,"Obsidian Entertainment, Inc.",4.99
2017,Desert Owl Games LLC,14.99
2017,Divine Games,Free to Play
2017,Team Wood Block,0.99
2017,Desert Owl Games LLC,14.99
2017,Reality Pump Studios,9.99
2017,ObsessionSoft,Free
2017,Obsidian Entertainment,14.99
2017,IndieGala,4.99
2016,nullplussoftware,4.99
2017,Fat Bomb Studios,9.99
2017,House Izezweth,4.99
2017,Paradox Development Studio,9.99
2017,Paradox Development Studio,1.99
2017,Paradox Development Studio,9.99
2017,DeathMofuMofu,Free
2017,Vyacheslav Shilikhin,2.99
2017,Zoetrope Interactive,2.99
2017,Besedka Games Studio,0.99
2017,Andrettin,1.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",6.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",29.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",0.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",0.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",0.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",0.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",0.99
2017,"IDEA FACTORY,COMPILE HEART,FELISTELLA",0.99
2017,Orneon,9.99
2017,Sofuto Geimu,4.99
2017,Orange_Juice,2.99
2017,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",Free
2017,"Team NINJA,KOEI TECMO GAMES CO., LTD.",19.99
2017,Gameloft,Free to Play
2017,BOHDOKUMEN.,19.99
2017,Quiet River,0.99
2017,Transhuman Design,1.99
2017,DL Softworks,5.99
2017,Insane Dreamers,9.99
2017,Matt Frank,1.99
2017,Michal Pawlowski,0.99
2017,Ubisoft - San Francisco,11.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Ubisoft - San Francisco,2.99
2017,Noble Empire Corp.,9.99
2017,Ubisoft - San Francisco,2.99
2017,Theodor Niklas,4.99
2017,Cassandra Clery,Free To Play
2017,"Jonas Kjellberg,Ilsanjo",Free
2017,sleepy macaw,2.99
2017,Club Cotton Games,3.99
2017,"Rock Wall Games, LLC",Free
2017,Youren,Free to Play
2017,Zeiva Inc,19.99
2017,The Secret Pie,0.99
2017,Paper Plane,0.99
2017,Codemasters,59.99
2017,DIGIDICED,14.99
2017,Kukouri Mobile Entertainment,Free To Play
2017,PraGames,9.99
2017,Tydecon Games,1.99
2017,Neopica,39.99
2017,No Wand Studios,14.99
2017,KT Games,4.99
2017,Trapped Team,1.99
2017,Neopica,2.99
2017,Jeremy Warmsley,5.99
2017,7DOTS,5.99
2017,Psilocybe Games,4.99
2017,Daedalic Studio West,2.99
2017,SEA - EYE GS,4.99
2017,Overhead Games,4.99
2017,Overhead Games,6.99
2017,Lizardcube,19.99
2017,Paperash studio,2.99
2017,Grimwood Team,6.99
2017,Grimwood Team,1.99
2017,Jonarene,2.99
2017,Skyhook Games,4.99
2017,"KOEI TECMO GAMES CO., LTD.",0.99
2017,weRplay,4.99
2017,Haemimont Games,11.99
2017,"KOEI TECMO GAMES CO., LTD.",0.99
2017,"KOEI TECMO GAMES CO., LTD.",0.99
2017,Haemimont Games,11.99
2017,Cipher Hive,4.99
2017,4D Door Games,14.99
2017,4D Door Games,7.99
2017,Anti Gravity Game Studios,14.99
2017,We The Force Studios,14.99
2016,Fury Software,39.99
2017,Ubisoft Montreal,7.99
2017,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections",14.99
2017,Flamebait Games,9.99
2017,Synkronosaurus,4.99
2017,"Nippon Ichi Software, Inc.",39.99
2017,Ubisoft - San Francisco,9.99
2017,Ubisoft - San Francisco,2.99
2017,Tarsier Studios,9.99
2017,Bass Pro Shops,9.99
2017,BlankMediaGames,4.99
2017,BlankMediaGames,2.99
2017,Manic Mind Game Lab,0.99
2017,Yang Sun,7.99
2017,SCS Software,4.99
2017,"Split Polygon,Curtis Schweitzer",9.99
2017,WalkBoy Studio,3.99
2017,Amaterasu Software,0.99
2017,ERS G Studios,9.99
2017,CI Games,0.99
2017,CI Games,0.99
2017,Just Flight,24.99
2017,Virtavia,15.99
2017,Ubisoft - San Francisco,2.99
2017,CI Games,4.99
2017,Ubisoft - San Francisco,2.99
2017,CI Games,0.99
2017,Ubisoft - San Francisco,2.99
2017,Zenimax Online Studios,59.99
2017,Zoetrope Interactive,19.99
2017,Invisible Collective,9.99
2017,Makivision Games,6.99
2017,Rebourne Studios,1.99
2017,Rasul Mono,3.99
2017,Rasul Mono,1.99
2017,b-alive gmbh,6.99
2017,Elushis,4.99
2017,Wither Studios,3.99
2017,"Crayon Ponyfish, LLC",8.99
2017,Legalase studio,0.99
2017,ID Group,4.99
2017,Evoluta Studio,3.99
2017,"Maltakreuz,Goodsir",9.99
2017,SaintHeiser,1.99
2017,Kirill Kupryakhin,1.99
2017,Darkmatter Games,4.99
2017,Mad Head Games,9.99
2017,Killerfish Games,39.99
2017,Kiz Studios,Free to Play
2017,Killerfish Games,9.99
2017,Crayder Studios,11.99
2017,"Modern Visual Arts Laboratory,SEO INSEOK",1.99
2017,Platonic Partnership Ltd,4.99
2017,Shane Hillier,9.99
2017,Triangle Studios,9.99
2017,Triangle Studios,4.99
2017,"Colin Wren,Sean Scaplehorn,Wayne Jackson,Jason Mallett",7.99
2017,Dovetail Games,19.99
2017,Triangle Studios,29.99
2017,BrashMonkey,12.99
2017,DYA Games,0.99
2017,DL Softworks,3.99
2017,Panoramik Inc,19.99
2017,DL Softworks,2.99
2017,Soaphog,9.99
2017,Arc System Works,18.99
2017,Arc System Works,0.99
2017,Arc System Works,0.99
2017,Arc System Works,0.99
2017,Arc System Works,2.99
2017,Arc System Works,2.99
2017,Agar3s,2.99
2017,Indiecode Games,Free
2017,Eipix Entertainment,9.99
2017,Dalibor Kamnjanac,1.99
2017,SMAC Games,19.99
2010,Archaic Entertainment,Free
2017,"oblomysh,EHTechnology",0.99
2017,rokaplay,6.99
2017,Virtavia,16.99
2017,Sun-Studios,9.99
2017,Rad Codex,9.99
2017,Virtavia,16.99
2017,Piece of Cake studios,14.99
2017,Digital Train Model,19.99
2017,MOKKOGRAD,9.99
2017,boxmyth,3.99
2017,Shockk,4.99
2017,Megastorm Games,9.99
2017,Choice of Games,6.99
2017,Quantized Bit,1.99
2017,CWH Entertainment,1.99
2017,"Midgar Studio,Fusty Game",19.99
2017,"Starloop Studios SL,Kukouri",5.99
2017,Barrel Roll Games,14.99
2017,Dire Wolf Digital,Free to Play
2017,Alessandro Guzzo,11.99
2017,EnsenaSoft,4.99
2017,XField Paintball SAS,9.99
2017,Vile Monarch,3.99
2017,Kingdom Games,9.99
2017,"SmiteWorks USA, LLC",7.99
2017,"SmiteWorks USA, LLC",6.99
2017,"SmiteWorks USA, LLC",6.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",3.99
2017,"SmiteWorks USA, LLC",6.99
2017,"SmiteWorks USA, LLC",9.99
2017,"SmiteWorks USA, LLC",9.99
2017,"SmiteWorks USA, LLC",6.99
2017,Kether Studio,0.99
2017,"SmiteWorks USA, LLC",9.99
2017,"SmiteWorks USA, LLC",4.99
2017,Blindflug Studios AG,1.99
2017,Blindflug Studios AG,11.99
2017,Milestone S.r.l.,Free
2017,Michel Barengo,2.99
2017,Hart Laboratories LLC,4.99
2017,Handelabra Games Inc.,4.99
2017,RealityArts Studio,9.99
2017,Norven Games,0.99
2017,AlternativaPlatform,24.99
2017,Psilocybe Games,4.99
2017,Hangar 13,14.99
2017,MAGIX Software GmbH,49.99
2017,Emanon Studios,Free To Play
2017,Elbaite,14.99
2017,ACE MADDOX,15.99
2017,Jenei Edmond,14.99
2017,G.Malta,0.99
2017,Magic Pixel Kft.,2.99
2017,treeform,10.99
2017,Flying. Stone. Production,1.99
2017,Goblinz Studio,Free to Play
2017,QuickSave,3.99
2017,QuickSave,0.99
2017,Dincicode,4.99
2017,Garden Shed Studios,9.99
2017,DRUNKEN APES,2.99
2017,LongYou Game,9.99
2017,Gameplay Ltd.,1.99
2017,Quad Damage Games,3.99
2017,Phantomisreal Ltd.,24.99
2017,Bail! Enemy Jet!,14.99
2017,Kyle Seeley,4.99
2017,Anatoliy Loginovskikh,2.99
2017,"Wayne Jackson,Jason Mallett,Colin Wren",7.99
2017,"Tequila Works,QLOC",29.99
2017,FarSight Studios,39.99
2017,Mindillusion,24.99
2017,FarSight Studios,29.99
2017,Goldbar Games,Free To Play
2017,Klingelhöfer &amp; Schlüter GbR,4.99
2017,Goldbar Games,Free
2017,yuzuki,4.99
2017,Kitsune Games,14.99
2017,N3V Games,14.99
2017,Magic Dungeon Studio,4.99
2017,Digital Future Lab,4.99
2017,Joycity,39.99
2017,"Act 3 Games, LLC",Free To Play
2017,IllFonic,39.99
2017,Galdor Studios,19.99
2017,Summer Media,3.99
2017,SharkGame,0.99
2017,Funktronic Labs,4.99
2017,MassDiGI,4.99
2017,FeelThere,19.99
2017,Polygon Art,7.99
2017,Craneballs,19.99
2016,Nodbrim Interactive,14.99
2017,JoyBits Ltd.,5.99
2017,"PlatinumGames,Little Stone Software",19.99
2015,Section Studios,14.99
2017,Happy Badger Studio,14.99
2017,The Ninth Art,Free To Play
2017,Gamera Interactive,14.99
2017,Matrix Trains,4.99
2017,Matrix Trains,4.99
2017,Rupeck Games,9.99
2017,Matrix Trains,4.99
2017,Matrix Trains,4.99
2017,Rupeck Games,1.99
2017,Sproing,9.99
2017,Playful Corporation,9.99
2017,Frismos,4.99
2017,"gsmpcgame,globalsoccermanager,Andrea Hochstein",9.99
2017,"PowPow,Glitch Dealers",0.99
2017,Khundar,3.99
2017,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",Free
2017,Ubisoft - San Francisco,7.99
2017,Ubisoft - San Francisco,2.99
